,open,high,low,close,volume
2010-01-11,60.55,63.38,60.5,62.82,13744900
2010-01-12,62.52,62.94,62.1,62.4,5662500
2010-01-13,63.13,63.22,61.9333,62.07,5822600
2010-01-14,61.85,62.36,61.84,62.2,1304200
2010-01-15,62.17,62.39,61.73,61.93,2666900
2010-01-19,62.01,62.78,62.0,62.25,3525000
2010-01-20,62.16,62.21,60.67,61.16,5261100
2010-01-21,61.07,61.32,59.53,59.7,6344200
2010-01-22,59.49,59.55,58.6,58.75,5623300
2010-01-25,59.11,59.52,58.262,58.75,3520500
2010-01-26,58.49,59.2,57.89,58.64,3285800
2010-01-27,58.65,59.5,58.12,59.34,5247300
2010-01-28,59.51,59.65,58.06,58.96,5711600
2010-01-29,59.13,59.79,57.71,57.77,6565200
2010-02-01,57.95,58.53,57.45,58.39,6331100
2010-02-02,59.74,59.95,58.3,58.62,7843800
2010-02-03,58.73,59.3,58.25,58.87,4745400
2010-02-04,58.43,58.63,57.24,57.29,7259900
2010-02-05,57.18,57.73,56.23,57.2,5799400
2010-02-08,57.17,57.4,56.49,56.62,3485100
2010-02-09,57.35,58.18,56.9,57.41,5253000
2010-02-10,57.45,57.45,56.57,57.07,4704000
2010-02-11,56.81,57.15,56.36,56.72,6647300
2010-02-12,56.26,56.42,55.77,56.15,6148400
2010-02-16,56.94,57.49,56.47,57.33,5065200
2010-02-17,57.51,57.6,57.1421,57.51,4489000
2010-02-18,57.31,57.61,56.93,57.17,4332500
2010-02-19,56.95,58.16,56.78,57.81,4886100
2010-02-22,58.07,58.22,57.67,57.95,2916300
2010-02-23,57.95,58.52,57.5,58.4,5622400
2010-02-24,58.43,58.95,58.26,58.76,4748300
2010-02-25,57.98,58.42,57.45,58.42,4441400
2010-02-26,58.42,58.95,57.9,58.74,3895100
2010-03-01,58.8,59.535,58.73,58.85,3944600
2010-03-02,59.18,59.59,59.01,59.16,6304900
2010-03-03,59.94,60.0,59.125,59.18,6077200
2010-03-04,59.18,59.68,58.91,59.2,4370400
2010-03-05,59.56,59.71,59.22,59.49,5400400
2010-03-08,59.67,59.89,59.46,59.8,4076700
2010-03-09,59.68,60.43,59.43,60.29,5471000
2010-03-10,60.23,61.03,60.08,60.73,6309500
2010-03-11,60.59,62.49,60.45,62.47,10353600
2010-03-12,62.5,62.53,62.0,62.32,5878800
2010-03-15,62.23,62.8,62.02,62.7,4937900
2010-03-16,62.76,62.95,62.3,62.48,5827100
2010-03-17,62.5,63.22,62.5,62.88,5771400
2010-03-18,62.96,64.49,62.5,64.42,7749200
2010-03-19,64.9,64.94,64.02,64.33,7976500
2010-03-22,64.01,64.65,63.85,63.96,3829600
2010-03-23,64.08,64.71,63.7,64.62,4073400
2010-03-24,64.54,64.6,63.54,63.77,4127800
2010-03-25,64.04,64.49,63.54,63.65,4120000
2010-03-26,63.72,64.27,63.45,63.67,2906000
2010-03-29,63.8,64.57,63.72,64.13,3226100
2010-03-30,64.3,64.95,64.16,64.53,3493100
2010-03-31,64.36,64.6,63.86,64.41,3177900
2010-04-01,64.71,64.94,63.71,64.15,3573900
2010-04-05,64.42,64.62,64.01,64.18,3827300
2010-04-06,63.96,64.45,63.765,64.22,3543000
2010-04-07,64.02,64.1,63.25,63.67,4836600
2010-04-08,63.64,64.39,63.03,64.27,4319600
2010-04-09,64.28,64.6,63.99,64.44,2790700
2010-04-12,64.81,64.99,64.66,64.76,3687800
2010-04-13,64.39,65.17,64.24,64.88,4793600
2010-04-14,64.9,65.516,64.77,65.45,6098900
2010-04-15,68.5,69.74,68.38,68.89,15257900
2010-04-16,68.9,69.54,68.0,68.21,8515500
2010-04-19,68.11,68.55,67.73,68.29,5006500
2010-04-20,68.8,69.06,67.61,68.06,5222600
2010-04-21,68.25,68.87,68.08,68.12,3890900
2010-04-22,67.93,68.36,67.14,68.26,4666300
2010-04-23,68.44,68.9,67.75,68.86,4269300
2010-04-26,68.96,69.45,68.47,68.52,6395400
2010-04-27,68.41,68.47,65.73,66.22,8133600
2010-04-28,66.93,68.38,66.62,68.31,7691300
2010-04-29,68.7,69.95,68.55,69.7,5838400
2010-04-30,69.75,70.31,68.96,69.14,7025900
2010-05-03,69.49,70.89,69.15,70.7,5424700
2010-05-04,69.98,69.98,68.11,68.94,6279200
2010-05-05,67.93,68.29,66.66,67.18,8384200
2010-05-06,66.84,67.44,61.25,65.0,11149400
2010-05-07,64.65,65.13,62.96,63.93,8678000
2010-05-10,66.0,67.9,65.73,67.48,7940600
2010-05-11,66.88,68.04,66.51,66.99,4941200
2010-05-12,67.29,68.69,66.93,67.76,4184400
2010-05-13,67.74,67.99,66.7,66.79,3586500
2010-05-14,66.28,66.68,65.185,65.75,4656400
2010-05-17,65.91,66.48,64.49,65.55,4882700
2010-05-18,66.15,66.64,64.87,65.29,4282200
2010-05-19,64.72,65.48,64.14,65.13,5304000
2010-05-20,64.12,64.92,63.22,63.43,7218400
2010-05-21,62.53,63.45,61.5,62.38,13071700
2010-05-24,62.05,63.0,61.63,61.65,6607100
2010-05-25,60.25,62.05,59.53,61.97,7427100
2010-05-26,62.5,62.97,61.56,61.96,5863000
2010-05-27,63.08,63.62,62.1418,63.57,4861100
2010-05-28,63.25,63.41,62.03,62.76,4276800
2010-06-01,62.11,62.508,61.1,61.17,5406500
2010-06-02,61.57,62.65,60.92,62.59,4652600
2010-06-03,62.75,63.35,62.26,63.01,3619700
2010-06-04,61.82,62.045,60.09,60.56,5186400
2010-06-07,60.56,60.58,58.33,58.45,7057100
2010-06-08,58.42,59.09,57.51,58.97,7424300
2010-06-09,59.21,59.98,58.38,58.62,5420700
2010-06-10,59.8,61.0,59.5,60.84,6315700
2010-06-11,60.43,61.35,60.14,61.2,4411200
2010-06-14,61.7,62.51,61.03,61.08,3873300
2010-06-15,61.6,62.76,61.4,62.66,4834900
2010-06-16,62.32,63.49,62.2,62.41,8791700
2010-06-17,62.92,62.92,61.39,62.2,5598500
2010-06-18,62.26,62.53,62.0,62.5,5100000
2010-06-21,63.03,63.44,61.84,62.17,5075400
2010-06-22,62.1,62.29,60.11,60.4,6483100
2010-06-23,60.4,60.89,59.64,60.38,3502600
2010-06-24,60.17,61.02,59.78,60.09,4603500
2010-06-25,60.14,60.4,59.5,60.35,4359700
2010-06-28,60.35,60.58,59.51,59.63,2573100
2010-06-29,59.0,59.0,57.03,57.54,6077500
2010-06-30,57.34,58.26,56.7,56.89,4703900
2010-07-01,57.46,58.14,56.87,58.0,6305900
2010-07-02,57.99,58.25,56.47,56.76,4630300
2010-07-06,57.34,58.22,56.61,57.2,4749400
2010-07-07,57.28,59.62,57.28,59.47,6372400
2010-07-08,59.83,60.38,59.26,59.96,4122500
2010-07-09,60.0,60.29,59.55,60.06,2700000
2010-07-12,60.39,60.5,59.44,60.02,3555100
2010-07-13,60.69,61.65,60.66,61.3,5123400
2010-07-14,61.25,62.34,61.25,61.76,4290000
2010-07-15,61.81,61.85,60.42,61.34,3607000
2010-07-16,60.99,61.29,59.45,59.68,6274700
2010-07-19,59.85,60.64,59.23,60.46,4435000
2010-07-20,59.86,60.95,59.27,60.88,3071100
2010-07-21,61.44,61.44,59.37,60.01,4417600
2010-07-22,63.0,64.31,62.6,63.15,11500700
2010-07-23,63.36,64.0,62.9,63.67,4716200
2010-07-26,64.72,65.0,64.17,64.88,4998000
2010-07-27,65.06,65.25,64.55,64.66,4474000
2010-07-28,64.6,65.29,64.28,64.8,4010300
2010-07-29,65.1,65.32,64.15,64.39,3781200
2010-07-30,63.95,65.35,63.64,65.0,5191500
2010-08-02,65.73,66.65,65.22,66.6,5489500
2010-08-03,66.48,66.76,65.81,66.6,5170600
2010-08-04,66.68,67.7,66.57,67.38,4940100
2010-08-05,66.87,67.72,66.62,67.42,4357700
2010-08-06,66.67,67.49,66.0,66.7,4663600
2010-08-09,67.08,67.72,66.9469,67.42,2623300
2010-08-10,66.99,67.54,66.68,67.21,4724800
2010-08-11,66.32,66.62,64.79,65.21,5524900
2010-08-12,63.98,64.73,63.56,64.48,3950500
2010-08-13,64.22,64.8,64.12,64.44,3299900
2010-08-16,64.03,64.94,63.73,64.65,2895800
2010-08-17,65.11,66.55,65.04,66.02,4400400
2010-08-18,65.93,66.6,65.38,66.17,3845400
2010-08-19,65.82,66.18,64.83,65.42,5560200
2010-08-20,64.91,65.17,64.38,65.1,4976900
2010-08-23,65.69,66.18,65.19,65.22,3380500
2010-08-24,64.44,64.8,63.71,63.85,6716100
2010-08-25,63.34,63.65,62.61,63.35,4544700
2010-08-26,63.55,64.26,63.32,63.43,3493900
2010-08-27,63.92,64.69,63.32,64.47,3802800
2010-08-30,64.2,64.87,63.89,63.94,3007100
2010-08-31,63.61,64.26,63.28,63.8,3966400
2010-09-01,64.84,66.5,64.4,66.19,6207400
2010-09-02,66.52,67.45,66.52,67.12,4991400
2010-09-03,67.5,68.34,67.31,67.64,4317900
2010-09-07,67.22,67.48,66.73,67.08,3024600
2010-09-08,67.1,68.33,67.1,67.56,3622200
2010-09-09,68.42,68.64,67.47,67.65,3312000
2010-09-10,67.85,68.09,67.55,67.76,3600200
2010-09-13,68.39,69.5,67.27,67.53,4532000
2010-09-14,67.54,67.82,67.4,67.45,3912000
2010-09-15,67.31,67.77,66.97,67.66,4227300
2010-09-16,66.87,66.99,66.22,66.72,5561000
2010-09-17,66.85,67.04,66.1,66.68,5438000
2010-09-20,67.06,67.3,66.57,66.9,3417500
2010-09-21,67.45,67.45,66.79,66.99,3937400
2010-09-22,66.97,67.98,66.97,67.52,6831000
2010-09-23,66.88,67.24,66.035,66.39,4042800
2010-09-24,66.93,67.54,66.93,67.27,4637500
2010-09-27,67.42,67.68,67.08,67.08,3187800
2010-09-28,67.34,67.532,66.38,67.18,3699700
2010-09-29,66.83,67.07,66.24,66.74,4560200
2010-09-30,67.11,68.0,66.65,66.69,4538900
2010-10-01,67.16,67.43,66.17,66.44,3910900
2010-10-04,66.25,66.63,65.4401,66.12,3936300
2010-10-05,66.88,68.28,66.51,67.88,7262300
2010-10-06,68.0,68.15,67.7,67.81,3600600
2010-10-07,68.19,68.28,67.015,67.37,3442600
2010-10-08,67.56,67.75,66.92,67.53,4287200
2010-10-11,67.45,67.6,66.96,67.35,2811700
2010-10-12,67.1,67.45,66.26,67.24,3010600
2010-10-13,67.91,69.45,67.73,68.66,8406100
2010-10-14,68.55,69.4,68.53,69.4,5099000
2010-10-15,69.71,69.91,69.0,69.31,5733000
2010-10-18,69.44,69.75,68.73,69.5,3982700
2010-10-19,68.83,69.09,67.69,68.74,4388600
2010-10-20,68.74,69.89,68.74,69.65,4773000
2010-10-21,69.95,70.0,68.61,69.59,6172200
2010-10-22,69.61,69.95,69.12,69.83,2969600
2010-10-25,69.94,69.99,69.25,69.32,4036000
2010-10-26,69.04,69.63,68.67,69.42,2869300
2010-10-27,68.94,69.1,67.4478,67.98,5400400
2010-10-28,68.25,68.4,66.97,67.66,5237100
2010-10-29,67.46,67.54,67.0,67.34,4329100
2010-11-01,67.38,68.03,66.93,67.34,2841000
2010-11-02,67.98,68.545,67.91,68.3,3069000
2010-11-03,68.31,68.7,67.7,68.63,2704500
2010-11-04,69.09,69.64,68.68,69.37,4203400
2010-11-05,69.34,69.96,69.28,69.79,3685200
2010-11-08,69.61,69.61,68.9501,69.48,3304700
2010-11-09,69.83,69.88,68.7403,68.99,4615200
2010-11-10,68.26,68.51,67.61,68.07,4962500
2010-11-11,67.77,68.34,67.48,68.28,2770800
2010-11-12,68.09,68.36,67.76,68.12,2802100
2010-11-15,68.23,68.73,67.94,68.07,2456100
2010-11-16,67.7,67.91,66.9,67.51,4070300
2010-11-17,67.4,67.62,66.97,67.24,2560500
2010-11-18,67.93,68.63,67.75,68.17,2885300
2010-11-19,68.21,69.11,67.87,69.11,4166400
2010-11-22,68.77,69.08,68.15,68.79,3441300
2010-11-23,68.01,68.26,67.43,68.16,3775400
2010-11-24,68.55,69.87,68.55,69.59,4635100
2010-11-26,69.09,69.48,68.95,69.1,1842200
2010-11-29,68.96,69.98,68.59,69.88,5209100
2010-11-30,69.26,70.65,69.06,70.13,7606600
2010-12-01,70.97,71.9,70.87,71.44,5762100
2010-12-02,71.45,72.2,71.43,71.86,4513800
2010-12-03,71.44,71.88,70.87,71.8,3859200
2010-12-06,71.67,72.02,71.22,71.69,3498500
2010-12-07,72.15,72.42,71.6,71.69,4994600
2010-12-08,71.74,72.17,71.39,72.01,2932200
2010-12-09,72.31,73.59,72.3,73.04,6291600
2010-12-10,73.35,73.57,72.35,72.89,3404000
2010-12-13,73.24,73.24,72.7101,72.77,2979200
2010-12-14,73.04,73.08,72.14,72.6,3857900
2010-12-15,72.16,72.8,72.02,72.25,3520800
2010-12-16,72.25,73.9401,71.57,73.76,7250500
2010-12-17,73.74,73.88,72.88,73.06,6813000
2010-12-20,73.43,73.54,72.33,72.74,3515200
2010-12-21,73.0,73.18,72.86,72.88,2127400
2010-12-22,73.06,73.18,72.67,72.86,1531600
2010-12-23,72.88,72.975,72.5,72.73,1540500
2010-12-27,72.5,73.15,72.3701,72.81,1612800
2010-12-28,72.95,73.13,72.68,72.81,1632900
2010-12-29,72.79,72.98,72.54,72.68,1484700
2010-12-30,72.67,73.1,72.52,72.68,1443000
2010-12-31,72.65,73.06,72.5,72.58,2054500
2011-01-03,73.18,73.89,72.86,72.95,4232600
2011-01-04,72.89,73.14,72.34,72.79,3834900
2011-01-05,72.16,73.21,72.14,72.9,3391300
2011-01-06,72.88,72.99,72.21,72.49,3354100
2011-01-07,72.81,72.92,71.0,72.15,7145200
2011-01-10,71.74,72.53,71.47,72.14,2783300
2011-01-11,72.3,72.33,71.28,71.75,3020900
2011-01-12,72.24,72.4,71.76,71.95,2498300
2011-01-13,71.85,72.4717,71.56,72.25,2397900
2011-01-14,72.06,72.87,72.03,72.48,2422900
2011-01-18,72.7,73.2,72.65,73.02,4370800
2011-01-19,72.9,73.09,71.79,72.18,3354500
2011-01-20,72.39,72.845,71.98,72.66,4188200
2011-01-21,73.02,73.09,72.45,72.89,4601400
2011-01-24,72.77,73.25,72.44,73.21,3255700
2011-01-25,73.18,73.4,72.46,72.83,3820100
2011-01-26,73.03,73.3,72.48,72.87,2825700
2011-01-27,73.15,73.4,72.45,72.91,3096100
2011-01-28,72.93,72.96,70.64,70.73,5646400
2011-01-31,70.81,71.66,70.35,71.62,5369500
2011-02-01,74.0,75.19,73.78,74.59,12457000
2011-02-02,74.78,74.84,73.9,74.04,4992300
2011-02-03,74.02,74.56,73.9,74.29,4063600
2011-02-04,74.46,74.6,73.6,74.34,2959000
2011-02-07,74.25,74.44,73.55,74.25,4781300
2011-02-08,74.11,74.58,73.84,74.47,2959400
2011-02-09,74.19,74.58,73.46,74.58,3056400
2011-02-10,73.69,75.0,73.56,74.77,5216900
2011-02-11,74.65,75.63,74.39,75.32,4248300
2011-02-14,75.1,75.3184,74.59,74.8,3273900
2011-02-15,74.78,75.1899,74.19,74.8,3874900
2011-02-16,74.86,75.8,74.86,75.66,4256300
2011-02-17,75.33,76.39,75.17,76.33,3835700
2011-02-18,76.47,76.995,76.09,76.47,5038700
2011-02-22,75.58,75.87,74.31,74.61,5887000
2011-02-23,74.75,75.3,72.83,73.47,7181200
2011-02-24,73.23,74.17,73.02,73.68,5193800
2011-02-25,73.98,74.0499,73.3,73.46,3729300
2011-02-28,73.78,74.38,73.455,73.8,3680100
2011-03-01,73.76,73.95,71.96,72.35,6660100
2011-03-02,72.15,72.9,71.27,72.27,6457400
2011-03-03,72.75,73.72,72.531,73.46,3913700
2011-03-04,73.56,73.65,71.63,72.44,4913300
2011-03-07,72.67,72.94,71.28,71.8,3597400
2011-03-08,72.17,73.28,71.87,72.82,3889800
2011-03-09,72.47,73.54,72.03,73.25,4058300
2011-03-10,72.36,73.77,72.25,73.11,4873500
2011-03-11,73.0,74.52,73.0,74.09,4736900
2011-03-14,73.34,73.61,72.3,73.19,4789700
2011-03-15,71.9,72.281,71.43,71.81,5519100
2011-03-16,71.76,71.78,70.21,70.38,7607300
2011-03-17,72.61,72.8,71.16,71.61,8259800
2011-03-18,72.58,72.6,71.28,71.6,5949600
2011-03-21,72.57,73.4,72.3401,72.84,3825300
2011-03-22,72.79,72.92,71.85,72.05,3932800
2011-03-23,71.66,71.91,71.34,71.62,4445500
2011-03-24,71.81,72.14,71.6,72.1,3982600
2011-03-25,72.14,72.59,71.99,72.04,3459600
2011-03-28,72.26,74.06,72.26,73.52,4499600
2011-03-29,73.29,73.9,73.09,73.85,2472600
2011-03-30,74.16,74.9,73.95,74.5,3960700
2011-03-31,74.36,74.95,74.24,74.32,3307900
2011-04-01,74.99,75.14,74.28,74.48,3620300
2011-04-04,74.59,74.85,74.4,74.74,2306900
2011-04-05,74.43,74.88,74.07,74.15,2842400
2011-04-06,74.3,74.61,73.95,74.47,2703900
2011-04-07,74.24,74.41,73.69,74.0,2652000
2011-04-08,74.11,74.13,72.84,73.25,4208900
2011-04-11,73.13,73.3,72.55,73.21,3487800
2011-04-12,72.76,73.85,72.76,73.23,3184300
2011-04-13,73.46,73.52,72.32,72.61,3639300
2011-04-14,72.29,72.97,72.12,72.41,3412500
2011-04-15,72.6,72.96,72.35,72.71,3606700
2011-04-18,71.81,72.04,71.48,71.92,3448700
2011-04-19,71.85,72.15,71.69,71.98,2705300
2011-04-20,72.75,73.42,72.39,72.71,3003300
2011-04-21,72.98,73.5,72.78,73.17,2613600
2011-04-25,73.08,74.09,72.82,73.64,3831100
2011-04-26,74.92,75.0,74.04,74.3,4294800
2011-04-27,74.64,74.65,73.68,74.27,3410700
2011-04-28,73.99,74.99,73.99,74.81,2885200
2011-04-29,74.85,75.34,74.62,74.97,4400000
2011-05-02,75.34,75.58,74.5,74.87,2452700
2011-05-03,74.66,75.24,74.5,75.09,3481700
2011-05-04,74.97,75.24,73.74,74.25,4214700
2011-05-05,73.75,74.93,73.58,73.96,5406300
2011-05-06,74.9,74.95,74.0,74.1,3976200
2011-05-09,74.01,74.06,73.58,73.7,3403200
2011-05-10,73.86,74.71,73.86,74.37,2871700
2011-05-11,74.5,74.95,74.22,74.65,4816300
2011-05-12,74.28,74.43,73.69,74.34,3793500
2011-05-13,74.43,74.71,73.79,74.14,3773000
2011-05-16,74.0,74.3,73.63,73.8,3810400
2011-05-17,73.59,73.74,73.02,73.42,4723300
2011-05-18,73.41,74.06,72.93,73.84,3114300
2011-05-19,74.0,74.65,73.96,74.3,3354900
2011-05-20,74.07,74.39,73.95,74.05,4704800
2011-05-23,73.37,73.65,72.7,73.5,4397400
2011-05-24,73.55,73.58,72.71,72.91,3790300
2011-05-25,72.68,73.04,72.59,72.8,4145200
2011-05-26,72.6,73.3,72.29,72.97,4098800
2011-05-27,73.34,73.42,72.74,72.96,2702200
2011-05-31,73.27,73.83,73.14,73.49,4642000
2011-06-01,73.51,73.68,72.26,72.3,6098900
2011-06-02,72.6,72.99,71.87,72.32,4694800
2011-06-03,71.76,71.76,70.84,71.15,5370200
2011-06-06,70.94,71.17,70.12,70.36,3988800
2011-06-07,70.35,70.54,69.69,69.75,4596400
2011-06-08,69.46,69.81,69.02,69.26,4896600
2011-06-09,69.56,69.71,69.25,69.29,4299600
2011-06-10,69.05,69.29,68.13,68.5,4866900
2011-06-13,68.42,68.88,68.265,68.46,4534800
2011-06-14,69.24,69.59,68.8,69.21,4270600
2011-06-15,68.79,69.3,68.48,69.11,5497300
2011-06-16,69.01,69.58,68.62,69.05,4450200
2011-06-17,69.64,69.83,69.17,69.17,5584200
2011-06-20,68.95,69.77,68.8,69.3,3058400
2011-06-21,69.78,70.87,69.7,70.65,4478600
2011-06-22,71.18,71.75,71.08,71.11,5037100
2011-06-23,70.19,71.53,70.11,71.32,5557400
2011-06-24,71.25,71.49,70.51,71.12,4743900
2011-06-27,71.15,71.61,70.86,71.44,2932700
2011-06-28,71.62,72.285,71.47,72.05,3440200
2011-06-29,72.36,72.48,71.56,71.98,3857200
2011-06-30,72.3,73.18,72.16,72.93,4070000
2011-07-01,73.09,74.12,72.9,73.96,3674300
2011-07-05,74.0,74.0,73.355,73.78,2834400
2011-07-06,73.75,74.98,73.73,74.5,4803500
2011-07-07,74.92,75.8,74.6,75.37,4707200
2011-07-08,74.79,74.95,74.13,74.57,4053100
2011-07-11,74.15,74.16,73.21,73.74,3704100
2011-07-12,73.5,74.07,73.17,73.25,3836900
2011-07-13,73.65,74.15,73.21,73.42,2704700
2011-07-14,73.41,74.02,72.96,73.36,3552200
2011-07-15,73.65,73.65,72.33,73.08,4210000
2011-07-18,72.91,73.0,72.14,72.42,3337600
2011-07-19,72.84,73.52,72.71,73.4,3096000
2011-07-20,73.47,73.74,73.15,73.52,2692300
2011-07-21,73.84,74.99,73.77,74.4,4600800
2011-07-22,74.24,74.67,73.9601,74.16,2886800
2011-07-25,73.56,74.39,73.23,74.05,3452300
2011-07-26,72.34,72.39,69.62,71.59,12590500
2011-07-27,71.14,71.18,69.91,70.21,7097100
2011-07-28,70.21,70.6,68.97,69.14,7355600
2011-07-29,68.64,69.68,68.36,69.22,6237100
2011-08-01,69.86,69.86,67.0,67.62,8837400
2011-08-02,67.18,67.4,66.21,66.28,7928900
2011-08-03,66.4,67.485,66.05,67.26,6849000
2011-08-04,66.48,66.81,65.2,65.23,8060900
2011-08-05,66.17,66.97,64.4,65.69,10325100
2011-08-08,64.18,65.75,61.95,62.4,13977300
2011-08-09,62.13,64.21,60.74,64.1,13460000
2011-08-10,63.43,63.97,61.69,61.99,10562000
2011-08-11,62.51,65.95,62.03,64.72,11682900
2011-08-12,65.04,65.74,64.4,65.2,5740100
2011-08-15,65.85,65.96,64.95,65.88,4226200
2011-08-16,65.12,65.61,64.5,65.2,5874000
2011-08-17,65.42,66.06,64.53,65.08,5166600
2011-08-18,63.25,63.31,61.24,62.28,8434100
2011-08-19,61.54,63.08,61.53,61.7,6606800
2011-08-22,62.97,63.16,61.62,62.0,4648300
2011-08-23,62.2,63.93,61.87,63.84,5478800
2011-08-24,63.68,65.07,63.59,64.82,1437368
2011-08-25,65.05,65.18,63.38,63.66,1608533
2011-08-26,63.25,64.94,62.21,64.7,4754900
2011-08-29,65.37,66.95,65.37,66.73,4593200
2011-08-30,66.49,67.7,66.27,67.23,4477700
2011-08-31,67.74,68.54,67.0,67.39,5617100
2011-09-01,67.33,68.42,66.5,66.67,6335100
2011-09-02,66.0,66.2,65.28,65.61,5252000
2011-09-06,64.28,64.7,63.33,64.35,7391900
2011-09-07,65.27,65.41,64.38,64.99,7151300
2011-09-08,64.7,65.77,64.54,64.9,4822100
2011-09-09,64.25,64.78,63.61,64.22,6722200
2011-09-12,62.82,63.94,62.39,63.87,6720300
2011-09-13,63.93,65.26,63.9,64.67,6061100
2011-09-14,65.34,67.45,64.77,66.16,8365100
2011-09-15,67.03,67.49,65.69,66.18,7860700
2011-09-16,66.32,66.77,65.2,66.59,8253100
2011-09-19,65.55,65.9985,64.71,65.8,6386200
2011-09-20,66.15,67.3,65.33,66.21,5804200
2011-09-21,66.1,66.1,64.31,64.34,6587200
2011-09-22,62.59,63.36,61.37,62.17,12778100
2011-09-23,61.89,62.53,61.12,62.0,9247700
2011-09-26,62.46,63.32,61.8412,63.21,5466600
2011-09-27,64.76,65.186,63.68,64.01,5103800
2011-09-28,64.27,64.5,63.06,63.15,4261600
2011-09-29,64.17,64.68,63.51,64.67,5197500
2011-09-30,64.02,64.69,63.12,63.15,6157000
2011-10-03,63.11,64.16,62.21,62.22,6140400
2011-10-04,61.63,64.17,61.27,64.06,8300000
2011-10-05,64.11,65.87,63.95,65.57,6314100
2011-10-06,65.29,66.63,64.86,66.52,4255600
2011-10-07,66.95,67.0,65.51,66.26,5511000
2011-10-10,67.5,67.86,67.11,67.86,3491000
2011-10-11,67.43,68.15,67.26,67.95,2737400
2011-10-12,68.25,69.32,68.2399,68.56,4852400
2011-10-13,68.01,68.4,67.75,68.09,3312000
2011-10-14,68.94,69.285,68.3,68.96,3865700
2011-10-17,68.54,69.2,67.79,68.01,3773300
2011-10-18,67.96,69.93,67.61,69.25,4269500
2011-10-19,69.3,69.71,68.51,68.82,3320800
2011-10-20,68.96,69.76,68.15,69.2,3581700
2011-10-21,69.86,70.71,69.51,70.06,7502600
2011-10-24,70.34,71.64,70.21,70.87,6009000
2011-10-25,69.3,70.0,68.22,69.35,6197000
2011-10-26,69.5,70.2,68.25,69.38,5992600
2011-10-27,70.77,72.0,70.34,71.55,5827200
2011-10-28,71.17,72.04,71.12,71.49,3817900
2011-10-31,70.73,71.215,70.22,70.24,3634400
2011-11-01,69.2,69.695,68.34,68.6,5585000
2011-11-02,69.47,70.0,68.73,69.35,3443700
2011-11-03,69.88,70.8,69.18,70.56,3802200
2011-11-04,70.06,70.19,69.02,69.99,4583400
2011-11-07,69.88,70.74,69.36,70.46,3150800
2011-11-08,70.65,71.67,70.37,71.55,4106500
2011-11-09,69.97,70.18,68.6,68.99,5680200
2011-11-10,69.93,70.33,69.42,69.88,4910100
2011-11-11,70.72,71.3,70.65,70.78,3051700
2011-11-14,70.43,70.78,69.89,70.25,3116100
2011-11-15,70.07,71.05,70.07,70.57,4446400
2011-11-16,70.06,70.22,69.14,69.31,4903900
2011-11-17,69.01,69.81,68.49,68.93,4913400
2011-11-18,69.3,69.47,68.8,69.14,3691500
2011-11-21,68.12,68.38,67.61,68.22,4399200
2011-11-22,68.2,68.75,67.84,68.04,3331300
2011-11-23,67.54,67.57,66.9,66.9,5294900
2011-11-25,66.52,67.15,66.46,66.46,1690700
2011-11-28,68.19,68.78,67.74,68.24,4618600
2011-11-29,68.6008,69.12,68.34,68.41,3121300
2011-11-30,70.02,71.8,69.95,71.75,6995600
2011-12-01,71.57,71.73,71.0,71.13,3766300
2011-12-02,71.76,72.09,71.0,71.07,4107400
2011-12-05,71.94,72.44,71.51,71.95,4760000
2011-12-06,72.19,72.25,71.49,71.8,3468500
2011-12-07,71.72,73.66,71.5,73.31,7583000
2011-12-08,72.89,73.3,71.8,72.02,5756800
2011-12-09,72.38,72.64,71.76,72.45,3741900
2011-12-12,71.83,71.89,71.03,71.84,4156600
2011-12-13,72.05,72.455,70.66,71.05,5511200
2011-12-14,70.78,71.4,70.381,70.64,4714700
2011-12-15,71.72,72.24,71.38,71.55,6363900
2011-12-16,72.09,72.4,71.36,71.76,6937500
2011-12-19,71.99,72.31,70.55,70.8,3735400
2011-12-20,71.81,72.78,71.62,72.56,3615300
2011-12-21,72.75,72.9199,71.91,72.47,3105800
2011-12-22,72.73,73.43,72.645,73.0,3819000
2011-12-23,73.15,73.48,72.91,73.47,1870500
2011-12-27,73.4,73.81,73.13,73.49,1337000
2011-12-28,73.48,73.54,72.5,72.73,2098500
2011-12-29,72.83,73.63,72.82,73.53,1926900
2011-12-30,73.55,73.7482,73.11,73.19,1774600
2012-01-03,74.01,74.916,73.83,74.16,5152300
2012-01-04,73.93,74.37,73.52,73.84,3698900
2012-01-05,73.46,73.5,72.15,73.12,5064700
2012-01-06,73.13,73.94,73.05,73.48,3177500
2012-01-09,73.25,73.5,72.83,73.45,3959000
2012-01-10,73.97,74.74,73.3,74.19,3803700
2012-01-11,73.98,74.76,73.78,74.61,4047500
2012-01-12,74.41,74.96,74.41,74.74,2777700
2012-01-13,73.19,74.27,73.0,74.16,5020600
2012-01-17,74.64,74.75,73.9,74.2,4093200
2012-01-18,74.27,75.14,74.09,74.93,4578400
2012-01-19,74.97,75.58,74.97,75.31,4714100
2012-01-20,75.31,75.61,75.0,75.42,5051000
2012-01-23,75.45,75.49,74.68,75.13,3198600
2012-01-24,74.67,75.0909,74.46,75.0,3577700
2012-01-25,74.76,75.75,74.6,75.62,4219800
2012-01-26,75.69,76.39,75.56,75.84,4011600
2012-01-27,75.89,76.51,75.62,76.04,4284000
